EI,LogEI,R,Weight,n_0,n_45,EI_bin,R_bin
10809227895.7909,10.033794673363747,60.0,0.2774371888311683,2,5,"(10.031, 10.044]","(59.6, 61.56]"
11189210959.977108,10.048799462059177,40.0,0.25719879762933057,10,1,"(10.044, 10.057]","(39.902, 41.96]"
11191606310.85294,10.04889242449741,42.0,0.2509984247044996,9,1,"(10.044, 10.057]","(41.96, 43.92]"
11319965992.159698,10.053845122131442,44.0,0.2394134876351219,8,1,"(10.044, 10.057]","(43.92, 45.88]"
11211793164.693031,10.049675077291866,46.0,0.2259184622323616,7,1,"(10.044, 10.057]","(45.88, 47.84]"
11345139870.52246,10.054809854528724,48.0,0.20645076654030248,6,1,"(10.044, 10.057]","(47.84, 49.8]"
11220269331.091593,10.050003281840198,50.0,0.21915272829359056,5,2,"(10.044, 10.057]","(49.8, 51.76]"
11360733669.600832,10.055406378766772,52.0,0.20081336701899477,5,1,"(10.044, 10.057]","(51.76, 53.72]"
11287515665.93721,10.052598366079069,54.0,0.2175223673700836,5,1,"(10.044, 10.057]","(53.72, 55.68]"
11261325266.820599,10.051589502611181,56.0,0.18719267791009084,4,1,"(10.044, 10.057]","(55.68, 57.64]"
11289914765.780437,10.052690663192376,60.0,0.16465753115106668,3,1,"(10.044, 10.057]","(59.6, 61.56]"
11377455929.233896,10.056045161934739,62.0,0.17525588246351106,3,1,"(10.044, 10.057]","(61.56, 63.52]"
11252464538.60839,10.051247652962575,64.0,0.218991250431196,2,3,"(10.044, 10.057]","(63.52, 65.48]"
11349333610.088806,10.05497036214962,66.0,0.18647262487388805,2,2,"(10.044, 10.057]","(65.48, 67.44]"
11348650873.097445,10.054944235697004,68.0,0.15175689507836554,2,1,"(10.044, 10.057]","(67.44, 69.4]"
11576025978.211157,10.06355949272925,40.0,0.28212281144214446,10,2,"(10.057, 10.069]","(39.902, 41.96]"
11558552119.392733,10.062903435646774,42.0,0.24737692235714748,9,1,"(10.057, 10.069]","(41.96, 43.92]"
11733834437.742464,10.069439956107846,44.0,0.23564495875158173,8,1,"(10.057, 10.069]","(43.92, 45.88]"
11676422947.426527,10.067309817765677,46.0,0.2220029068126334,7,1,"(10.057, 10.069]","(45.88, 47.84]"
11682166142.801796,10.06752337844784,48.0,0.24372325010102253,7,1,"(10.057, 10.069]","(47.84, 49.8]"
11634403596.255775,10.065744125354264,50.0,0.22336686067911593,6,1,"(10.057, 10.069]","(49.8, 51.76]"
11439095273.803427,10.058391677155218,54.0,0.2084436672560337,4,2,"(10.057, 10.069]","(53.72, 55.68]"
11624205078.838615,10.065363263353136,58.0,0.19865634950303998,4,1,"(10.057, 10.069]","(57.64, 59.6]"
12039223511.707195,10.080598477332478,40.0,0.28208511233030137,11,1,"(10.069, 10.082]","(39.902, 41.96]"
11972856084.225534,10.078197762241233,42.0,0.27334897147919884,9,2,"(10.069, 10.082]","(41.96, 43.92]"
11755289350.449604,10.070233323529612,44.0,0.26645317560456927,8,2,"(10.069, 10.082]","(43.92, 45.88]"
11979291327.592058,10.078431126766173,46.0,0.2579295320805556,8,1,"(10.069, 10.082]","(45.88, 47.84]"
11841955738.127726,10.073423433479403,48.0,0.23556692159006656,6,2,"(10.069, 10.082]","(47.84, 49.8]"
11751074126.077875,10.070077565816932,50.0,0.24945715934864846,5,3,"(10.069, 10.082]","(49.8, 51.76]"
12009480731.544312,10.07952422969264,52.0,0.19644039570890393,5,1,"(10.069, 10.082]","(51.76, 53.72]"
11988480623.54249,10.078764145682369,54.0,0.21297195890691797,5,1,"(10.069, 10.082]","(53.72, 55.68]"
12059312265.647846,10.081322540992298,56.0,0.1825093172458253,4,1,"(10.069, 10.082]","(55.68, 57.64]"
12065922030.350582,10.081560514590704,60.0,0.20042380952994965,3,2,"(10.069, 10.082]","(59.6, 61.56]"
11903288925.343199,10.075666975239484,62.0,0.2865478075265786,2,5,"(10.069, 10.082]","(61.56, 63.52]"
12367560910.46115,10.092284057949664,40.0,0.2785943002373385,11,1,"(10.082, 10.095]","(39.902, 41.96]"
12156935042.874973,10.08482409617458,42.0,0.276959918075235,10,1,"(10.082, 10.095]","(41.96, 43.92]"
12175700888.446392,10.085493970562109,44.0,0.2626650431828707,8,2,"(10.082, 10.095]","(43.92, 45.88]"
12145826380.109442,10.084427068759265,46.0,0.2500710265531599,7,2,"(10.082, 10.095]","(45.88, 47.84]"
12188708706.377487,10.085957698120442,48.0,0.2396302575282196,7,1,"(10.082, 10.095]","(47.84, 49.8]"
12209146365.47498,10.086685300167346,50.0,0.21913387873766907,6,1,"(10.082, 10.095]","(49.8, 51.76]"
12426842016.904198,10.094360777162652,52.0,0.23655413566553055,6,1,"(10.082, 10.095]","(51.76, 53.72]"
12346871928.027287,10.09155694330659,58.0,0.23341379964900222,4,2,"(10.082, 10.095]","(57.64, 59.6]"
12216309031.364729,10.086940010371128,62.0,0.21221043684768784,3,2,"(10.082, 10.095]","(61.56, 63.52]"
12155783737.306534,10.084782964974055,64.0,0.25725471797856436,2,4,"(10.082, 10.095]","(63.52, 65.48]"
12325330509.800545,10.09079857392558,66.0,0.22576452419233556,2,3,"(10.082, 10.095]","(65.48, 67.44]"
12401118446.821686,10.093460855595966,68.0,0.19207722616789222,2,2,"(10.082, 10.095]","(67.44, 69.4]"
12371865023.327187,10.09243517321734,70.0,0.15619282390523434,2,1,"(10.082, 10.095]","(69.4, 71.36]"
12774475264.929077,10.106343069728378,40.0,0.3036389512080503,11,2,"(10.095, 10.108]","(39.902, 41.96]"
12521269311.154669,10.097648356581146,42.0,0.27331504227854014,10,1,"(10.095, 10.108]","(41.96, 43.92]"
12623727927.955503,10.10118762586369,44.0,0.2898253683102159,8,3,"(10.095, 10.108]","(43.92, 45.88]"
12621606826.994013,10.101114647433873,46.0,0.27827938698974264,7,3,"(10.095, 10.108]","(45.88, 47.84]"
12704802382.527391,10.103967914184077,48.0,0.2355443021229607,7,1,"(10.095, 10.108]","(47.84, 49.8]"
12794224279.317463,10.107013959513969,50.0,0.2149079339637662,6,1,"(10.095, 10.108]","(49.8, 51.76]"
12591943015.250776,10.100092749622824,52.0,0.22777325853504096,5,2,"(10.095, 10.108]","(51.76, 53.72]"
12701286405.467245,10.103847709184542,54.0,0.2084285876112964,5,1,"(10.095, 10.108]","(53.72, 55.68]"
12734798716.288723,10.104992084981147,56.0,0.21605888784833535,4,2,"(10.095, 10.108]","(55.68, 57.64]"
12495581708.964739,10.096756478718806,58.0,0.1938025888532438,4,1,"(10.095, 10.108]","(57.64, 59.6]"
12640973243.154812,10.101780512068217,60.0,0.27742964900879963,3,4,"(10.095, 10.108]","(59.6, 61.56]"
12444764225.869505,10.09498667303189,62.0,0.1700987696270842,3,1,"(10.095, 10.108]","(61.56, 63.52]"
12503203845.614586,10.09702131174301,64.0,0.18086048375751523,3,1,"(10.095, 10.108]","(63.52, 65.48]"
12903725725.530806,10.110715123355298,40.0,0.30711166772732845,12,1,"(10.108, 10.12]","(39.902, 41.96]"
12893243873.345808,10.110362197342255,42.0,0.2696772036493893,10,1,"(10.108, 10.12]","(41.96, 43.92]"
12818802770.649864,10.10784746555875,44.0,0.26263488389339623,9,1,"(10.108, 10.12]","(43.92, 45.88]"
12893577020.959448,10.110373418901581,46.0,0.2500446371748698,8,1,"(10.108, 10.12]","(45.88, 47.84]"
13068273680.33491,10.116218221044804,48.0,0.2730037732784224,8,1,"(10.108, 10.12]","(47.84, 49.8]"
13172107158.05854,10.119655255137669,50.0,0.253675815627595,7,1,"(10.108, 10.12]","(49.8, 51.76]"
13060702064.505243,10.115966522616356,52.0,0.23215075373855298,6,1,"(10.108, 10.12]","(51.76, 53.72]"
13160926678.850122,10.119286469623088,54.0,0.31562412718149524,5,4,"(10.108, 10.12]","(53.72, 55.68]"
13144763091.734888,10.118752763216865,56.0,0.32707963063354506,4,5,"(10.108, 10.12]","(55.68, 57.64]"
13077913497.413694,10.116538460437653,58.0,0.26831149049102065,4,3,"(10.108, 10.12]","(57.64, 59.6]"
12853328937.709116,10.109015621989684,60.0,0.2054296232641796,4,1,"(10.108, 10.12]","(59.6, 61.56]"
13064396323.611952,10.11608934675517,62.0,0.2493052319279208,3,3,"(10.108, 10.12]","(61.56, 63.52]"
13068793710.140625,10.116235502713915,64.0,0.29565842622198896,2,5,"(10.108, 10.12]","(63.52, 65.48]"
13562644559.734102,10.132344380218244,40.0,0.30009033381026134,12,1,"(10.12, 10.133]","(39.902, 41.96]"
13329382836.551268,10.124810041620524,42.0,0.2957698899293385,10,2,"(10.12, 10.133]","(41.96, 43.92]"
13238119038.925951,10.121826282003449,44.0,0.2588500187280574,9,1,"(10.12, 10.133]","(43.92, 45.88]"
13364090465.110737,10.12593940683181,46.0,0.24611274547334294,8,1,"(10.12, 10.133]","(45.88, 47.84]"
13230519399.486643,10.121576893915632,48.0,0.23146538388524585,7,1,"(10.12, 10.133]","(47.84, 49.8]"
13347725339.230291,10.125407261446648,50.0,0.24519276148066566,6,2,"(10.12, 10.133]","(49.8, 51.76]"
13563832246.05994,10.132382409898366,52.0,0.33598101925822643,6,4,"(10.12, 10.133]","(51.76, 53.72]"
13426013421.895428,10.127947077010395,54.0,0.2038922534832189,5,1,"(10.12, 10.133]","(53.72, 55.68]"
13349738213.411127,10.125472749327132,56.0,0.22075054231720628,5,1,"(10.12, 10.133]","(55.68, 57.64]"
13380578839.606804,10.126474901280055,58.0,0.18895586537099163,4,1,"(10.12, 10.133]","(57.64, 59.6]"
13431705179.256207,10.128131150638378,60.0,0.3136362530140098,3,5,"(10.12, 10.133]","(59.6, 61.56]"
13295904498.058798,10.123717886996968,62.0,0.2070337204731026,3,2,"(10.12, 10.133]","(61.56, 63.52]"
13421083060.448233,10.127787564133776,64.0,0.21898371060882738,3,2,"(10.12, 10.133]","(63.52, 65.48]"
13311529732.697853,10.12422796654116,66.0,0.2651966642068393,2,4,"(10.12, 10.133]","(65.48, 67.44]"
13464313033.823748,10.129184200062387,68.0,0.23253779795347518,2,3,"(10.12, 10.133]","(67.44, 69.4]"
13515957456.12149,10.130846816085935,70.0,0.19768182746189641,2,2,"(10.12, 10.133]","(69.4, 71.36]"
13454805113.155006,10.128877411583657,72.0,0.1606287527321031,2,1,"(10.12, 10.133]","(71.36, 73.32]"
13651177234.223618,10.135170105170298,40.0,0.3287823738517908,12,2,"(10.133, 10.146]","(39.902, 41.96]"
13869065994.802952,10.142047214717017,42.0,0.2957321908174955,11,1,"(10.133, 10.146]","(41.96, 43.92]"
13703628020.209175,10.136835561358279,44.0,0.2859907403172442,9,2,"(10.133, 10.146]","(43.92, 45.88]"
13859015830.647442,10.141732390846144,46.0,0.27430150237176726,8,2,"(10.133, 10.146]","(45.88, 47.84]"
13754808472.288052,10.13845454746961,48.0,0.2607021760929078,7,2,"(10.133, 10.146]","(47.84, 49.8]"
13743287455.516829,10.138090630323088,50.0,0.24941946023680542,7,1,"(10.133, 10.146]","(49.8, 51.76]"
13705640152.777044,10.1368993250507,52.0,0.22775440897911942,6,1,"(10.133, 10.146]","(51.76, 53.72]"
13890356536.372803,10.142713393310839,54.0,0.24550139154295428,6,1,"(10.133, 10.146]","(53.72, 55.68]"
13940355095.930836,10.14427383647642,56.0,0.2930625910441809,5,3,"(10.133, 10.146]","(55.68, 57.64]"
13943639378.496353,10.144376142177501,58.0,0.23340625982663354,5,1,"(10.133, 10.146]","(57.64, 59.6]"
13816881445.06943,10.140410031169054,60.0,0.2004124997963967,4,1,"(10.133, 10.146]","(59.6, 61.56]"
13921785183.764894,10.14369492821623,62.0,0.28654026770421004,3,4,"(10.133, 10.146]","(61.56, 63.52]"
13675798758.380987,10.135952701457132,64.0,0.17554000810310172,3,1,"(10.133, 10.146]","(63.52, 65.48]"
13700864447.251091,10.136747969552554,66.0,0.1864650850515194,3,1,"(10.133, 10.146]","(65.48, 67.44]"
13989847552.645512,10.145812982011087,40.0,0.3252556219388709,12,2,"(10.146, 10.158]","(39.902, 41.96]"
14246115045.739855,10.153696447205535,42.0,0.29207801590654603,11,1,"(10.146, 10.158]","(41.96, 43.92]"
14337276980.563803,10.156466675417516,44.0,0.28595681111658544,10,1,"(10.146, 10.158]","(43.92, 45.88]"
14129127325.994398,10.15011533883305,46.0,0.27822660823316236,9,1,"(10.146, 10.158]","(45.88, 47.84]"
14084266808.7349,10.148734243639254,48.0,0.26477807840167517,8,1,"(10.146, 10.158]","(47.84, 49.8]"
14324808404.0878,10.156088821941076,50.0,0.24517014201355983,7,1,"(10.146, 10.158]","(49.8, 51.76]"
14361734061.99143,10.15720688058089,52.0,0.2233651013872299,6,1,"(10.146, 10.158]","(51.76, 53.72]"
14071090566.694866,10.148327758326234,54.0,0.23639378877649136,5,2,"(10.146, 10.158]","(53.72, 55.68]"
14143355898.702574,10.150552469953448,56.0,0.2160438082035981,5,1,"(10.146, 10.158]","(55.68, 57.64]"
14124829423.111177,10.14998321181545,58.0,0.223674108440637,4,2,"(10.146, 10.158]","(57.64, 59.6]"
14166180787.898607,10.151252779936305,62.0,0.2122028970253192,4,1,"(10.146, 10.158]","(61.56, 63.52]"
14348765413.477581,10.156814535412867,64.0,0.25724717815619574,3,3,"(10.146, 10.158]","(63.52, 65.48]"
14308002053.628613,10.155578993811256,66.0,0.30476904491739937,2,5,"(10.146, 10.158]","(65.48, 67.44]"
14774619585.696907,10.169516307559412,40.0,0.321686898348099,13,1,"(10.158, 10.171]","(39.902, 41.96]"
14704286295.090668,10.167443949915787,42.0,0.318291339344393,11,2,"(10.158, 10.171]","(41.96, 43.92]"
14762088669.92568,10.169147809631205,44.0,0.28215560966944797,10,1,"(10.158, 10.171]","(43.92, 45.88]"
14596561948.45007,10.164250574781203,46.0,0.2742713430822929,9,1,"(10.158, 10.171]","(45.88, 47.84]"
14606670244.414658,10.164551224880835,48.0,0.2606757867146176,8,1,"(10.158, 10.171]","(47.84, 49.8]"
14731301425.206257,10.168241115940988,50.0,0.2841250112721303,8,1,"(10.158, 10.171]","(49.8, 51.76]"
14783644111.504705,10.169781499177029,52.0,0.2636283811541674,7,1,"(10.158, 10.171]","(51.76, 53.72]"
14599057309.154514,10.164324813411142,54.0,0.24093464679799,6,1,"(10.158, 10.171]","(53.72, 55.68]"
14688007929.716345,10.166962898322794,56.0,0.259185792150873,6,1,"(10.158, 10.171]","(55.68, 57.64]"
14810330024.920267,10.170564736198779,58.0,0.22852912572749465,5,1,"(10.158, 10.171]","(57.64, 59.6]"
14794994262.035915,10.170114801063626,60.0,0.19540241349615786,4,1,"(10.158, 10.171]","(59.6, 61.56]"
14788543233.971128,10.169925395321602,62.0,0.3239155441765555,3,5,"(10.158, 10.171]","(61.56, 63.52]"
14606758925.990461,10.164553861607855,64.0,0.21364363141625545,3,2,"(10.158, 10.171]","(63.52, 65.48]"
14702573229.627663,10.167393351185384,66.0,0.22575698436996697,3,2,"(10.158, 10.171]","(65.48, 67.44]"
14538307200.91187,10.162513841454103,68.0,0.2731386104351143,2,4,"(10.158, 10.171]","(67.44, 69.4]"
14671389092.097092,10.166471234938891,70.0,0.23931107171461477,2,3,"(10.158, 10.171]","(69.4, 71.36]"
14695686208.39416,10.167189870065728,72.0,0.2032864287559006,2,2,"(10.158, 10.171]","(71.36, 73.32]"
14599165301.973711,10.164328025982405,74.0,0.16506468155897192,2,1,"(10.158, 10.171]","(73.32, 75.28]"
15222301406.546183,10.182480316863282,40.0,0.34697282363460646,13,2,"(10.171, 10.184]","(39.902, 41.96]"
15235160487.30152,10.18284703344431,42.0,0.31824987032136576,12,1,"(10.171, 10.184]","(41.96, 43.92]"
15251445455.12399,10.183311005875304,44.0,0.30941696841653255,10,2,"(10.171, 10.184]","(43.92, 45.88]"
15073008515.709677,10.178199944508949,46.0,0.2703231150989674,9,1,"(10.171, 10.184]","(45.88, 47.84]"
15138774856.18726,10.180090730201933,48.0,0.2565805321951041,8,1,"(10.171, 10.184]","(47.84, 49.8]"
14916745154.13116,10.173674070066328,50.0,0.24092786095785831,7,1,"(10.171, 10.184]","(49.8, 51.76]"
14976024921.370491,10.175396554097334,52.0,0.2548186013712648,6,2,"(10.171, 10.184]","(51.76, 53.72]"
15259355951.468962,10.18353620382687,54.0,0.27359602632547714,6,2,"(10.171, 10.184]","(53.72, 55.68]"
14949775061.202211,10.174634658184624,56.0,0.2113441112575339,5,1,"(10.171, 10.184]","(55.68, 57.64]"
14877630830.839123,10.17253377805037,58.0,0.2585325922063386,4,3,"(10.171, 10.184]","(57.64, 59.6]"
15263450526.620117,10.183652723348484,60.0,0.31362871319164115,4,4,"(10.171, 10.184]","(59.6, 61.56]"
15228190409.390806,10.182648298483198,62.0,0.20702241073954963,4,1,"(10.171, 10.184]","(61.56, 63.52]"
14985451926.698017,10.175669844799957,66.0,0.1809812465791192,3,1,"(10.171, 10.184]","(65.48, 67.44]"
14972664264.409222,10.175299086407117,68.0,0.19206968634552363,3,1,"(10.171, 10.184]","(67.44, 69.4]"
15661163585.114273,10.19482402590974,40.0,0.3469238147892104,14,1,"(10.184, 10.197]","(39.902, 41.96]"
15617329969.11172,10.193606786340261,42.0,0.31457935912861756,12,1,"(10.184, 10.197]","(41.96, 43.92]"
15453625099.433098,10.189030372175711,44.0,0.3132038442011697,11,1,"(10.184, 10.197]","(43.92, 45.88]"
15593669072.99906,10.192948313436316,46.0,0.2986325091552895,9,2,"(10.184, 10.197]","(45.88, 47.84]"
15690758378.646793,10.195643934772528,48.0,0.2859379615606639,8,2,"(10.184, 10.197]","(47.84, 49.8]"
15499971791.67542,10.19033090780056,50.0,0.2713333256326556,7,2,"(10.184, 10.197]","(49.8, 51.76]"
15424738973.362854,10.188217823377089,52.0,0.25920866294539113,7,1,"(10.184, 10.197]","(51.76, 53.72]"
15319685227.530918,10.185249841970816,54.0,0.2363749392205698,6,1,"(10.184, 10.197]","(53.72, 55.68]"
15661765767.800741,10.194840724515092,56.0,0.24501431901794177,5,2,"(10.184, 10.197]","(55.68, 57.64]"
15690647487.553255,10.195640865477912,58.0,0.2236590287958998,5,1,"(10.184, 10.197]","(57.64, 59.6]"
15612501772.65737,10.193472500692378,60.0,0.23128932903293864,4,2,"(10.184, 10.197]","(59.6, 61.56]"
15565519530.545923,10.192163620712964,64.0,0.21897617078645876,4,1,"(10.184, 10.197]","(63.52, 65.48]"
15714671067.600828,10.196305294992737,66.0,0.26518912438447073,3,3,"(10.184, 10.197]","(65.48, 67.44]"
15623173759.25252,10.193769262967605,68.0,0.3138796636128097,2,5,"(10.184, 10.197]","(67.44, 69.4]"
16003644405.65448,10.204218892970784,40.0,0.3433839938508516,14,1,"(10.197, 10.209]","(39.902, 41.96]"
16097731679.66537,10.206764684205298,42.0,0.34091331972436245,12,2,"(10.197, 10.209]","(41.96, 43.92]"
15875559402.041153,10.200729037330268,44.0,0.30937926930468956,11,1,"(10.197, 10.209]","(43.92, 45.88]"
15847583294.877964,10.199963043101265,46.0,0.302570181387299,10,1,"(10.197, 10.209]","(45.88, 47.84]"
16002782384.737217,10.204195499486081,48.0,0.29002643024004565,9,1,"(10.197, 10.209]","(47.84, 49.8]"
15876817003.00752,10.200763439111945,50.0,0.2755725907594097,8,1,"(10.197, 10.209]","(49.8, 51.76]"
16076995375.601337,10.206204886842512,52.0,0.2547959819041589,7,1,"(10.197, 10.209]","(51.76, 53.72]"
16052320993.898405,10.205537835617307,54.0,0.23182226881069362,6,1,"(10.197, 10.209]","(53.72, 55.68]"
16182765100.296598,10.20905273020583,56.0,0.28829830295315895,6,2,"(10.197, 10.209]","(55.68, 57.64]"
16084836122.584614,10.206416640530511,60.0,0.3499755578929075,4,5,"(10.197, 10.209]","(59.6, 61.56]"
16111223622.044714,10.207128525653326,62.0,0.24409760228162425,4,2,"(10.197, 10.209]","(61.56, 63.52]"
16001060288.541862,10.20414876154381,66.0,0.22025354235940836,3,2,"(10.197, 10.209]","(65.48, 67.44]"
16063147480.181978,10.20583064675492,68.0,0.23253025813110656,3,2,"(10.197, 10.209]","(67.44, 69.4]"
15838234534.380823,10.199706769759278,70.0,0.2810805566633893,2,4,"(10.197, 10.209]","(69.4, 71.36]"
15948535666.039675,10.202720813954134,72.0,0.24608434547575433,2,3,"(10.197, 10.209]","(71.36, 73.32]"
15942140274.045654,10.202546626144816,74.0,0.20889103004990484,2,2,"(10.197, 10.209]","(73.32, 75.28]"
15806639749.176102,10.19883955535307,76.0,0.1695006103858407,2,1,"(10.197, 10.209]","(75.28, 77.24]"
16471996131.220804,10.216746231607203,40.0,0.36879055629525687,14,2,"(10.209, 10.222]","(39.902, 41.96]"
16619717653.55809,10.220623641437063,42.0,0.34086808079015085,13,1,"(10.209, 10.222]","(41.96, 43.92]"
16305914317.914412,10.212345155922836,44.0,0.30556173157575334,11,1,"(10.209, 10.222]","(43.92, 45.88]"
16320925381.940447,10.21274477922647,46.0,0.2985985799546308,10,1,"(10.209, 10.222]","(45.88, 47.84]"
16531546798.461243,10.218313490873804,48.0,0.2859078022711894,9,1,"(10.209, 10.222]","(47.84, 49.8]"
16465169212.742714,10.216566198320493,50.0,0.27130693625436547,8,1,"(10.209, 10.222]","(49.8, 51.76]"
16529765863.680878,10.218266702038989,52.0,0.2952462492658381,8,1,"(10.209, 10.222]","(51.76, 53.72]"
16521547083.132782,10.218050712367454,54.0,0.27358094668073984,7,1,"(10.209, 10.222]","(53.72, 55.68]"
16253707039.323074,10.210952427660443,56.0,0.24971853985742706,6,1,"(10.209, 10.222]","(55.68, 57.64]"
16584678020.828394,10.21970704443344,58.0,0.21879596903184892,5,1,"(10.209, 10.222]","(57.64, 59.6]"
16373754363.199081,10.21414827087659,60.0,0.23630770913778296,5,1,"(10.209, 10.222]","(59.6, 61.56]"
16305731500.308601,10.212340286700483,62.0,0.2018489616213241,4,1,"(10.209, 10.222]","(61.56, 63.52]"
16517383935.317425,10.217941263781958,64.0,0.2572396383338271,4,2,"(10.209, 10.222]","(63.52, 65.48]"
16376157294.20369,10.214212001105148,68.0,0.18642248505513676,3,1,"(10.209, 10.222]","(67.44, 69.4]"
16320829827.354807,10.212742236542782,70.0,0.19767428763952782,3,1,"(10.209, 10.222]","(69.4, 71.36]"
16902594172.099512,10.227953364268515,40.0,0.36873777753867654,15,1,"(10.222, 10.235]","(39.902, 41.96]"
17007053715.402237,10.230629083396758,42.0,0.337181233315604,13,1,"(10.222, 10.235]","(41.96, 43.92]"
16819325067.648386,10.225808564275384,44.0,0.3329437274807358,11,2,"(10.222, 10.235]","(43.92, 45.88]"
16803354741.03202,10.22539599601582,46.0,0.29463401568950665,10,1,"(10.222, 10.235]","(45.88, 47.84]"
17070090537.0689,10.232235824550303,48.0,0.2817962114698772,9,1,"(10.222, 10.235]","(47.84, 49.8]"
17064018194.306713,10.232081305502952,50.0,0.2670483189168653,8,1,"(10.222, 10.235]","(49.8, 51.76]"
16740491390.704447,10.223768201873444,52.0,0.2503903380304707,7,1,"(10.222, 10.235]","(51.76, 53.72]"
16731647670.915518,10.223538710786178,54.0,0.2644444412618639,6,2,"(10.222, 10.235]","(53.72, 55.68]"
17055726331.973368,10.231870218920859,56.0,0.2449954694620202,6,1,"(10.222, 10.235]","(55.68, 57.64]"
17153289127.549723,10.23434740793473,58.0,0.26339590329780177,6,1,"(10.222, 10.235]","(57.64, 59.6]"
