EI,LogEI,R,Weight,n_0,n_45,EI_bin,R_bin
30174366009.11004,10.479638153942954,52.0,0.4236672684496326,13,1,"(10.476, 10.489]","(51.76, 53.72]"
30470092287.535236,10.483873769611797,54.0,0.4062056681624498,11,2,"(10.476, 10.489]","(53.72, 55.68]"
30760687061.837837,10.487996031514067,56.0,0.39129943933969696,10,2,"(10.476, 10.489]","(55.68, 57.64]"
30671205149.604996,10.486730840851756,58.0,0.3744831221835615,9,2,"(10.476, 10.489]","(57.64, 59.6]"
30149425071.885174,10.47927903486793,60.0,0.35575671669404346,8,2,"(10.476, 10.489]","(59.6, 61.56]"
30181126270.086533,10.479735442323504,62.0,0.3726779630448088,7,3,"(10.476, 10.489]","(61.56, 63.52]"
30763945925.56944,10.488042039315122,64.0,0.35115679673065714,7,2,"(10.476, 10.489]","(63.52, 65.48]"
30207589120.249996,10.480116065440349,66.0,0.3221994806054586,6,2,"(10.476, 10.489]","(65.48, 67.44]"
30282795147.346825,10.481195958709275,68.0,0.29671865091072247,6,1,"(10.476, 10.489]","(67.44, 69.4]"
30259784085.73029,10.48086582485338,70.0,0.3053580307080944,5,2,"(10.476, 10.489]","(69.4, 71.36]"
30607731296.571484,10.485831140054872,72.0,0.41865579984862594,5,4,"(10.476, 10.489]","(71.36, 73.32]"
30490893111.55116,10.484170145511255,74.0,0.29075779300980126,5,1,"(10.476, 10.489]","(73.32, 75.28]"
30610454158.483295,10.485869773147156,76.0,0.3958630424920074,4,4,"(10.476, 10.489]","(75.28, 77.24]"
30114906450.499214,10.478781518408306,78.0,0.25990169828477305,4,1,"(10.476, 10.489]","(77.24, 79.2]"
30204825736.868954,10.48007633446262,80.0,0.2731623608755755,4,1,"(10.476, 10.489]","(79.2, 81.16]"
30468557762.81437,10.483851897265817,82.0,0.2731328299046318,3,2,"(10.476, 10.489]","(81.16, 83.12]"
30711707011.014133,10.487303955969638,84.0,0.22995239286327693,3,1,"(10.476, 10.489]","(83.12, 85.08]"
30122504811.16704,10.47889108241705,86.0,0.24251109799156134,3,1,"(10.476, 10.489]","(85.08, 87.04]"
30465735083.93761,10.483811661339413,92.0,0.2593324416959425,2,2,"(10.476, 10.489]","(90.96, 92.92]"
31274625575.594772,10.495192118959336,46.0,0.5344446006360424,19,1,"(10.489, 10.502]","(45.88, 47.84]"
31438918232.925648,10.497467594188183,48.0,0.4956889083517095,16,2,"(10.489, 10.502]","(47.84, 49.8]"
31276036986.958187,10.495211718053632,50.0,0.45713214171420186,14,2,"(10.489, 10.502]","(49.8, 51.76]"
31580778411.588177,10.499422830412334,52.0,0.41465290815312816,13,1,"(10.489, 10.502]","(51.76, 53.72]"
31635028931.21439,10.500168235971113,54.0,0.4061641991394224,12,1,"(10.489, 10.502]","(53.72, 55.68]"
31235210178.30795,10.49464443261187,56.0,0.39606649203225414,11,1,"(10.489, 10.502]","(55.68, 57.64]"
31231863218.71303,10.494597893979417,58.0,0.379400971323491,10,1,"(10.489, 10.502]","(57.64, 59.6]"
31146075906.712795,10.493403337691387,60.0,0.3922664215584719,8,3,"(10.489, 10.502]","(59.6, 61.56]"
31001402477.214417,10.491381341393554,62.0,0.3350938334928526,8,1,"(10.489, 10.502]","(61.56, 63.52]"
30872804973.932404,10.489576089454868,64.0,0.3071652004661455,7,1,"(10.489, 10.502]","(63.52, 65.48]"
31165414623.294025,10.49367290910098,66.0,0.32773308190549166,7,1,"(10.489, 10.502]","(65.48, 67.44]"
31723338825.511658,10.501378889780066,68.0,0.2910224407749396,6,1,"(10.489, 10.502]","(67.44, 69.4]"
31448468311.0787,10.497599498104163,70.0,0.3112057912734865,6,1,"(10.489, 10.502]","(69.4, 71.36]"
31469594901.70887,10.497891152411638,72.0,0.2709589734520538,5,1,"(10.489, 10.502]","(71.36, 73.32]"
31672844282.74189,10.500687065608536,74.0,0.38557621150709304,5,3,"(10.489, 10.502]","(73.32, 75.28]"
31426705113.470016,10.497298850440144,76.0,0.29221109377135185,4,2,"(10.489, 10.502]","(75.28, 77.24]"
31356066026.62754,10.496321570272011,78.0,0.35941767744512454,4,3,"(10.489, 10.502]","(77.24, 79.2]"
31314773224.843727,10.495749270977273,80.0,0.4164291646394676,3,5,"(10.489, 10.502]","(79.2, 81.16]"
31250937974.473866,10.49486305691289,86.0,0.39587523187150336,2,5,"(10.489, 10.502]","(85.08, 87.04]"
31178859223.393955,10.493860221114257,88.0,0.3525580727178643,2,4,"(10.489, 10.502]","(87.04, 89.0]"
30922229970.789566,10.490270805721297,90.0,0.3070438093260107,2,3,"(10.489, 10.502]","(89.0, 90.96]"
31725383498.71908,10.501406880581428,96.0,0.21385989865452854,2,1,"(10.489, 10.502]","(94.88, 96.84]"
32033945180.261322,10.505610428033387,46.0,0.5640387804239767,19,2,"(10.502, 10.514]","(45.88, 47.84]"
32199685932.69141,10.507851635721785,48.0,0.4956323596839448,17,1,"(10.502, 10.514]","(47.84, 49.8]"
32155438209.323692,10.507254432456943,50.0,0.4570793629576216,15,1,"(10.502, 10.514]","(49.8, 51.76]"
32424585869.06645,10.510874437927196,52.0,0.44695086824244806,13,2,"(10.502, 10.514]","(51.76, 53.72]"
32416328351.305504,10.510763822755885,54.0,0.40151351103875427,12,1,"(10.502, 10.514]","(53.72, 55.68]"
32080127935.00783,10.50623609157463,56.0,0.39126174022785387,11,1,"(10.502, 10.514]","(55.68, 57.64]"
32157803220.606514,10.507286373355191,58.0,0.3744491929829027,10,1,"(10.502, 10.514]","(57.64, 59.6]"
31816320450.58981,10.502649952167703,60.0,0.355726557404569,9,1,"(10.502, 10.514]","(59.6, 61.56]"
32120528777.66654,10.506782686149995,62.0,0.3298550392474324,8,1,"(10.502, 10.514]","(61.56, 63.52]"
31993926979.263027,10.505067549266808,64.0,0.34575137241089055,7,2,"(10.502, 10.514]","(63.52, 65.48]"
32478839057.957817,10.511600497178323,66.0,0.3221768611383528,7,1,"(10.502, 10.514]","(65.48, 67.44]"
32625803112.992954,10.513561211020615,68.0,0.34324890536674707,7,1,"(10.502, 10.514]","(67.44, 69.4]"
32576488646.30172,10.512904270773028,70.0,0.40128040486385763,6,3,"(10.502, 10.514]","(69.4, 71.36]"
32523761475.415623,10.512200767350947,72.0,0.3260266944397678,6,1,"(10.502, 10.514]","(71.36, 73.32]"
32301616230.085667,10.50922425305082,74.0,0.284580793534313,5,1,"(10.502, 10.514]","(73.32, 75.28]"
32659832274.11153,10.514013950069515,76.0,0.35029951892734557,5,2,"(10.502, 10.514]","(75.28, 77.24]"
32239970861.669926,10.508394640619974,78.0,0.25342134662265414,4,1,"(10.502, 10.514]","(77.24, 79.2]"
32469765510.29702,10.51147915225545,80.0,0.26651160922792594,4,1,"(10.502, 10.514]","(79.2, 81.16]"
32506697062.885147,10.511972843989016,82.0,0.2799356346367151,4,1,"(10.502, 10.514]","(81.16, 83.12]"
32091010474.502132,10.50638339227753,84.0,0.3366666404389457,3,3,"(10.502, 10.514]","(83.12, 85.08]"
32257809708.07138,10.508634875638444,86.0,0.2934897219813629,3,2,"(10.502, 10.514]","(85.08, 87.04]"
32258155948.16191,10.50863953712523,88.0,0.2481156992855655,3,1,"(10.502, 10.514]","(87.04, 89.0]"
32480398655.7045,10.511621351015878,94.0,0.2649370429899467,2,2,"(10.502, 10.514]","(92.92, 94.88]"
32802487538.65317,10.515906779179575,46.0,0.593773200907967,19,3,"(10.514, 10.527]","(45.88, 47.84]"
32994516899.937775,10.518441773879314,48.0,0.5261147305469022,17,2,"(10.514, 10.527]","(47.84, 49.8]"
32804185271.267174,10.515929256036717,50.0,0.45270639164753074,15,1,"(10.514, 10.527]","(49.8, 51.76]"
33433783409.75242,10.524185524693266,52.0,0.446901859397052,14,1,"(10.514, 10.527]","(51.76, 53.72]"
33306369766.73399,10.522527299272003,54.0,0.43485950643731164,12,2,"(10.514, 10.527]","(53.72, 55.68]"
32938390362.888783,10.51770237219877,56.0,0.3864640255909977,11,1,"(10.514, 10.527]","(55.68, 57.64]"
33097923846.382576,10.519800752375762,58.0,0.3695044518098585,10,1,"(10.514, 10.527]","(57.64, 59.6]"
32843345391.50876,10.516447387517891,60.0,0.3506347896953368,9,1,"(10.514, 10.527]","(59.6, 61.56]"
33195776702.21161,10.521082834559632,62.0,0.36739317588294007,8,2,"(10.514, 10.527]","(61.56, 63.52]"
32832804815.418873,10.516307984886744,64.0,0.35113417726355134,8,1,"(10.514, 10.527]","(63.52, 65.48]"
33356650226.598663,10.523182431020004,66.0,0.37309491522179306,8,1,"(10.514, 10.527]","(65.48, 67.44]"
32988683259.9103,10.51836498106921,68.0,0.3318253204960578,6,2,"(10.514, 10.527]","(67.44, 69.4]"
32997261242.238647,10.518477895128111,70.0,0.30533918115217296,6,1,"(10.514, 10.527]","(69.4, 71.36]"
32888616649.69833,10.517045606713506,72.0,0.31397856094954485,5,2,"(10.514, 10.527]","(71.36, 73.32]"
33493803065.39651,10.524964462456078,74.0,0.34118136040956654,6,1,"(10.514, 10.527]","(73.32, 75.28]"
33002916648.637184,10.518552322557742,76.0,0.2985363764200896,5,1,"(10.514, 10.527]","(75.28, 77.24]"
33556999687.59518,10.525783123867903,78.0,0.31282572210938353,5,1,"(10.514, 10.527]","(77.24, 79.2]"
32729755384.775,10.514942759495618,84.0,0.27974274084778467,3,2,"(10.514, 10.527]","(83.12, 85.08]"
32941392523.457775,10.517741954046574,86.0,0.23539363133929447,3,1,"(10.514, 10.527]","(85.08, 87.04]"
33450032490.95352,10.524396543946443,88.0,0.4049858505669137,2,5,"(10.514, 10.527]","(87.04, 89.0]"
33326796793.185707,10.52279357342962,90.0,0.3605000189461393,2,4,"(10.514, 10.527]","(89.0, 90.96]"
33008815679.47483,10.5186299425946,92.0,0.3138170830871503,2,3,"(10.514, 10.527]","(90.96, 92.92]"
34367522589.06083,10.536148226793063,46.0,0.653662763964117,19,5,"(10.527, 10.54]","(45.88, 47.84]"
33755284599.703537,10.528341773991547,48.0,0.5260581818791374,18,1,"(10.527, 10.54]","(47.84, 49.8]"
34500344692.49991,10.53782343412553,50.0,0.4840204049177463,16,1,"(10.527, 10.54]","(49.8, 51.76]"
34150658798.15716,10.533399086045213,52.0,0.4423818615507732,14,1,"(10.527, 10.54]","(51.76, 53.72]"
34457013562.992065,10.537277633839881,54.0,0.4348142675031,13,1,"(10.527, 10.54]","(53.72, 55.68]"
33874791847.16356,10.52987663525055,56.0,0.42085805629879264,11,2,"(10.527, 10.54]","(55.68, 57.64]"
34080712467.235203,10.53250866524239,58.0,0.40494651782689106,10,2,"(10.527, 10.54]","(57.64, 59.6]"
33872449173.50632,10.529846599776713,60.0,0.38712489102160685,9,2,"(10.527, 10.54]","(59.6, 61.56]"
33924789383.6494,10.530517160095878,62.0,0.37262518428822844,9,1,"(10.527, 10.54]","(61.56, 63.52]"
34043601065.739174,10.532035492665846,64.0,0.34572498303260046,8,1,"(10.527, 10.54]","(63.52, 65.48]"
33810147605.649147,10.529047066778162,66.0,0.3166276775387579,7,1,"(10.527, 10.54]","(65.48, 67.44]"
34041024362.74578,10.532002620401807,68.0,0.33752228461407746,7,1,"(10.527, 10.54]","(67.44, 69.4]"
34566006864.028496,10.538649211851258,70.0,0.2994796081984034,6,1,"(10.527, 10.54]","(69.4, 71.36]"
34186031453.702587,10.53384868787489,72.0,0.3199896843329235,6,1,"(10.527, 10.54]","(71.36, 73.32]"
34134473792.984818,10.533193212283214,74.0,0.2784108312263688,5,1,"(10.527, 10.54]","(73.32, 75.28]"
34614613445.47474,10.539259486043234,76.0,0.34393251592816815,5,2,"(10.527, 10.54]","(75.28, 77.24]"
33942299274.925583,10.530741258387966,78.0,0.29982631436365353,4,2,"(10.527, 10.54]","(77.24, 79.2]"
34277630181.47758,10.535010788902154,80.0,0.31410485297421914,4,2,"(10.527, 10.54]","(79.2, 81.16]"
34424262848.44828,10.536864649167773,82.0,0.32871715438830207,4,2,"(10.527, 10.54]","(81.16, 83.12]"
34119615290.384487,10.53300412571339,84.0,0.38675707335372445,3,4,"(10.527, 10.54]","(83.12, 85.08]"
34410296147.26806,10.536688410330052,86.0,0.3446085866672207,3,3,"(10.527, 10.54]","(85.08, 87.04]"
34539461542.71812,10.53831556279574,88.0,0.30026299574250254,3,2,"(10.527, 10.54]","(87.04, 89.0]"
34492438133.6025,10.537723894006279,90.0,0.25372030057956974,3,1,"(10.527, 10.54]","(89.0, 90.96]"
34581978815.31566,10.53884984041229,96.0,0.2705416442839509,2,2,"(10.527, 10.54]","(94.88, 96.84]"
33738929308.06693,10.528131296303595,98.0,0.21829582748139734,2,1,"(10.527, 10.54]","(96.84, 98.8]"
35332539997.24107,10.54817485926147,48.0,0.5566242447703863,19,1,"(10.54, 10.553]","(47.84, 49.8]"
35352674105.52606,10.548422269769416,50.0,0.5155312075517825,16,2,"(10.54, 10.553]","(49.8, 51.76]"
35028224498.265785,10.54441812446734,52.0,0.4748004587979909,14,2,"(10.54, 10.553]","(51.76, 53.72]"
35246627383.36085,10.547117567316922,54.0,0.4301472431206331,13,1,"(10.54, 10.553]","(53.72, 55.68]"
35179018977.77632,10.546283724306239,56.0,0.42081658727576526,12,1,"(10.54, 10.553]","(55.68, 57.64]"
35551147152.51618,10.550853618960854,58.0,0.40490881871504797,11,1,"(10.54, 10.553]","(57.64, 59.6]"
35522202775.29998,10.55049988907434,60.0,0.3870909618209481,10,1,"(10.54, 10.553]","(59.6, 61.56]"
35038447723.89333,10.544544857773431,62.0,0.3673630165934656,9,1,"(10.54, 10.553]","(61.56, 63.52]"
35271341078.45729,10.547421972621878,64.0,0.34032282596919355,8,1,"(10.54, 10.553]","(63.52, 65.48]"
35027713369.190796,10.544411787230452,66.0,0.35638252195063846,7,2,"(10.54, 10.553]","(65.48, 67.44]"
35475102893.27102,10.549923663774756,68.0,0.3318027010289519,7,1,"(10.54, 10.553]","(67.44, 69.4]"
35546357109.80635,10.550795099631893,70.0,0.35320147089331955,7,1,"(10.54, 10.553]","(69.4, 71.36]"
35631667702.07522,10.551836149515175,72.0,0.36316911606462926,6,2,"(10.54, 10.553]","(71.36, 73.32]"
35665460904.720116,10.552247840780177,74.0,0.3225990911909952,5,2,"(10.54, 10.553]","(73.32, 75.28]"
34962646900.56484,10.54360430413384,76.0,0.29219601412661467,5,1,"(10.54, 10.553]","(75.28, 77.24]"
35649257458.65534,10.552050488326255,78.0,0.30631495983037793,5,1,"(10.54, 10.553]","(77.24, 79.2]"
34760387974.33896,10.54108461513492,80.0,0.2598678947478204,4,1,"(10.54, 10.553]","(79.2, 81.16]"
34944293140.872894,10.543376259915775,82.0,0.2731215201710788,4,1,"(10.54, 10.553]","(81.16, 83.12]"
34922644292.74769,10.543107120436456,84.0,0.2867089083978547,4,1,"(10.54, 10.553]","(83.12, 85.08]"
35100149685.31797,10.54530896852762,86.0,0.2863526517909376,3,2,"(10.54, 10.553]","(85.08, 87.04]"
35276465868.9212,10.547485069359244,88.0,0.24083486981531196,3,1,"(10.54, 10.553]","(87.04, 89.0]"
35571186544.987076,10.5510983521508,92.0,0.36844196517441424,2,4,"(10.54, 10.553]","(90.96, 92.92]"
35187218699.4394,10.546384940287227,94.0,0.3205903568482899,2,3,"(10.54, 10.553]","(92.92, 94.88]"
36170884499.03029,10.558359128843218,48.0,0.587387097025456,19,2,"(10.553, 10.565]","(47.84, 49.8]"
36219443513.085724,10.558941773392377,50.0,0.515474658884018,17,1,"(10.553, 10.565]","(49.8, 51.76]"
36023923630.8388,10.556591013270321,52.0,0.47474768004141055,15,1,"(10.553, 10.565]","(51.76, 53.72]"
36172665794.03346,10.558380515866318,54.0,0.4636138756770883,13,2,"(10.553, 10.565]","(53.72, 55.68]"
36046132262.75441,10.556858671910993,56.0,0.4160025363571104,12,1,"(10.553, 10.565]","(55.68, 57.64]"
36500671861.89136,10.562300858517476,58.0,0.3999477412602051,11,1,"(10.553, 10.565]","(57.64, 59.6]"
36559201796.002525,10.562996705131383,60.0,0.3819828578299172,10,1,"(10.553, 10.565]","(59.6, 61.56]"
36168134869.99602,10.558326113501625,62.0,0.3621078860662467,9,1,"(10.553, 10.565]","(61.56, 63.52]"
36440731893.118866,10.561587090967011,64.0,0.37902963507183657,8,2,"(10.553, 10.565]","(63.52, 65.48]"
35953420772.750694,10.555740217446377,66.0,0.36192868962128594,8,1,"(10.553, 10.565]","(65.48, 67.44]"
36429496445.05827,10.56145316814985,68.0,0.38421615321550096,8,1,"(10.553, 10.565]","(67.44, 69.4]"
35935446057.91301,10.555523040017531,70.0,0.3414511603866568,6,2,"(10.553, 10.565]","(69.4, 71.36]"
35869281304.713135,10.554722675016524,72.0,0.3139597113936233,6,1,"(10.553, 10.565]","(71.36, 73.32]"
36556306012.14011,10.56296230414066,74.0,0.4300962236559385,6,3,"(10.553, 10.565]","(73.32, 75.28]"
36592755263.7587,10.563395111066177,76.0,0.33757255009653486,5,2,"(10.553, 10.565]","(75.28, 77.24]"
36588678862.97062,10.563346728347492,80.0,0.3074415349559552,4,2,"(10.553, 10.565]","(79.2, 81.16]"
36357835436.3541,10.560598019598617,82.0,0.37763891483594525,4,3,"(10.553, 10.565]","(81.16, 83.12]"
36164825836.88838,10.55828637795628,84.0,0.4369877469645593,3,5,"(10.553, 10.565]","(83.12, 85.08]"
36580055942.369484,10.563244365313274,86.0,0.3958676920491347,3,4,"(10.553, 10.565]","(85.08, 87.04]"
35749948207.46841,10.553275416955925,90.0,0.41409646926232413,2,5,"(10.553, 10.565]","(89.0, 90.96]"
35835919288.51209,10.55431854977967,100.0,0.22273175630826614,2,1,"(10.553, 10.565]","(98.8, 100.76]"
37019046362.90018,10.568425226824647,48.0,0.618290189976582,19,3,"(10.565, 10.578]","(47.84, 49.8]"
37094918225.223816,10.569314418027217,50.0,0.5471257022141106,17,2,"(10.565, 10.578]","(49.8, 51.76]"
36748650647.26698,10.565241397101717,52.0,0.470211345913333,15,1,"(10.565, 10.578]","(51.76, 53.72]"
37308915840.84433,10.571812629068171,54.0,0.46356486683169235,14,1,"(10.565, 10.578]","(53.72, 55.68]"
37020841364.95496,10.568446284649326,56.0,0.45051720422280317,12,2,"(10.565, 10.578]","(55.68, 57.64]"
37524150593.41927,10.574310870222009,58.0,0.4355104444351354,11,2,"(10.565, 10.578]","(57.64, 59.6]"
37631450051.49273,10.575550953298034,60.0,0.4185935963140851,10,2,"(10.565, 10.578]","(59.6, 61.56]"
37289053500.91895,10.571581359908777,62.0,0.39976665985965215,9,2,"(10.565, 10.578]","(61.56, 63.52]"
37249178806.2521,10.571116702752915,64.0,0.3844250062951117,9,1,"(10.565, 10.578]","(63.52, 65.48]"
37278593800.875885,10.571459521813965,66.0,0.3563561325723483,8,1,"(10.565, 10.578]","(65.48, 67.44]"
36928140154.049545,10.567357435428582,68.0,0.32609015461137036,7,1,"(10.565, 10.578]","(67.44, 69.4]"
37088300888.89229,10.569236937629476,70.0,0.34731148732266326,7,1,"(10.565, 10.578]","(69.4, 71.36]"
37573618029.96478,10.57488301605874,72.0,0.30793677562186705,6,1,"(10.565, 10.578]","(71.36, 73.32]"
37078028463.92104,10.569116633509044,74.0,0.3287735773923606,6,1,"(10.565, 10.578]","(73.32, 75.28]"
36945705346.853806,10.567563962282586,76.0,0.2858626890006838,5,1,"(10.565, 10.578]","(75.28, 77.24]"
37765953049.12388,10.577100448883654,78.0,0.2998112347189163,5,1,"(10.565, 10.578]","(77.24, 79.2]"
37447201098.8302,10.573419362949801,80.0,0.46445519418971937,4,5,"(10.565, 10.578]","(79.2, 81.16]"
37408856576.58583,10.572974433938159,82.0,0.2663144428729866,4,1,"(10.565, 10.578]","(81.16, 83.12]"
37541455276.48298,10.574511103828645,84.0,0.27973143111423177,4,1,"(10.565, 10.578]","(83.12, 85.08]"
37455426327.595436,10.573514744690128,86.0,0.29348218215899435,4,1,"(10.565, 10.578]","(85.08, 87.04]"
37582315638.83955,10.574983535694981,88.0,0.29296256273409055,3,2,"(10.565, 10.578]","(87.04, 89.0]"
37719360610.78754,10.576564322306004,90.0,0.24627610829132954,3,1,"(10.565, 10.578]","(89.0, 90.96]"
36827577897.75464,10.566173156806848,92.0,0.25932490187357393,3,1,"(10.565, 10.578]","(90.96, 92.92]"
37459416012.102356,10.57356100249201,96.0,0.32736363060942947,2,3,"(10.565, 10.578]","(94.88, 96.84]"
36772311133.177025,10.565520926057154,98.0,0.2761462455779551,2,2,"(10.565, 10.578]","(96.84, 98.8]"
37877098082.191826,10.578376698547507,48.0,0.6493335236237641,19,4,"(10.578, 10.591]","(47.84, 49.8]"
37961687632.78347,10.579345511271416,50.0,0.547069153546346,18,1,"(10.578, 10.591]","(49.8, 51.76]"
38642322452.90247,10.587063220180553,52.0,0.502694031650684,16,1,"(10.578, 10.591]","(51.76, 53.72]"
38106902839.67158,10.581003652674037,54.0,0.4588815061674268,14,1,"(10.578, 10.591]","(53.72, 55.68]"
38309750656.75912,10.583309325338702,56.0,0.45047196528859146,13,1,"(10.578, 10.591]","(55.68, 57.64]"
38033693144.4817,10.580168498285506,58.0,0.4404534263162936,12,1,"(10.578, 10.591]","(57.64, 59.6]"
38232150752.76566,10.582428729977824,60.0,0.4236873746426156,11,1,"(10.578, 10.591]","(59.6, 61.56]"
37989276918.086006,10.579661027340617,62.0,0.40501123463555494,10,1,"(10.578, 10.591]","(61.56, 63.52]"
38471104303.06939,10.585134652796185,64.0,0.3789994757823621,9,1,"(10.578, 10.591]","(63.52, 65.48]"
38621756992.96837,10.586832026952287,66.0,0.3507906126909548,8,1,"(10.578, 10.591]","(65.48, 67.44]"
38247474299.54489,10.582602761476904,68.0,0.36701367149038633,7,2,"(10.578, 10.591]","(67.44, 69.4]"
38650204994.581024,10.587151801689771,70.0,0.34142854091955105,7,1,"(10.578, 10.591]","(69.4, 71.36]"
38636207844.734146,10.586994493702921,72.0,0.363154036419892,7,1,"(10.578, 10.591]","(71.36, 73.32]"
38903300077.00706,10.589986443085207,74.0,0.3225802416350737,6,1,"(10.578, 10.591]","(73.32, 75.28]"
38594370633.172554,10.586523963188846,76.0,0.33121962143244554,5,2,"(10.578, 10.591]","(75.28, 77.24]"
38743863604.867195,10.588202927137033,78.0,0.45299969073766955,5,4,"(10.578, 10.591]","(77.24, 79.2]"
38433413846.73481,10.584708962370943,80.0,0.31409354324066624,5,1,"(10.578, 10.591]","(79.2, 81.16]"
38930531331.340614,10.590290331092799,82.0,0.3287096145659335,5,1,"(10.578, 10.591]","(81.16, 83.12]"
38883577297.91827,10.589766213282992,84.0,0.42995522897764543,3,5,"(10.578, 10.591]","(83.12, 85.08]"
38767181151.346306,10.588464223629803,86.0,0.4472670381271051,3,5,"(10.578, 10.591]","(85.08, 87.04]"
38152944927.4639,10.58152806565619,92.0,0.42320708795773454,2,5,"(10.578, 10.591]","(90.96, 92.92]"
37914146871.230316,10.578801288114075,94.0,0.37638391140268934,2,4,"(10.578, 10.591]","(92.92, 94.88]"
38018047599.44736,10.579989810094961,102.0,0.22716768513513497,2,1,"(10.578, 10.591]","(100.76, 102.72]"
39727283871.288864,10.599088873637424,50.0,0.5788038889047302,19,1,"(10.591, 10.603]","(49.8, 51.76]"
39578574936.65165,10.597460152975724,52.0,0.5353735067518558,16,2,"(10.591, 10.603]","(51.76, 53.72]"
39069191432.3027,10.59183442325133,54.0,0.49246877588177984,14,2,"(10.591, 10.603]","(53.72, 55.68]"
39185775440.3132,10.59312844536493,56.0,0.4456415780881379,13,1,"(10.591, 10.603]","(55.68, 57.64]"
39937305900.25432,10.601378764788151,58.0,0.4304915616754665,12,1,"(10.591, 10.603]","(57.64, 59.6]"
39263951391.67356,10.5939940033956,60.0,0.418555897202242,11,1,"(10.591, 10.603]","(59.6, 61.56]"
39113461927.54502,10.59232625700277,62.0,0.39973273065899334,10,1,"(10.591, 10.603]","(61.56, 63.52]"
39710076791.65862,10.598900726906777,64.0,0.3735809824371566,9,1,"(10.591, 10.603]","(63.52, 65.48]"
39890562638.95484,10.600870161886931,66.0,0.3906660942607331,8,2,"(10.591, 10.603]","(65.48, 67.44]"
39265769277.41534,10.594014110375221,68.0,0.3727232019790203,8,1,"(10.591, 10.603]","(67.44, 69.4]"
40060807909.844925,10.602719703500979,70.0,0.3835403338038607,7,2,"(10.591, 10.603]","(69.4, 71.36]"
39052670700.62531,10.59165073938831,72.0,0.351077000277256,6,2,"(10.591, 10.603]","(71.36, 73.32]"
40104638592.89695,10.603194607004042,74.0,0.37933034832063817,7,1,"(10.591, 10.603]","(73.32, 75.28]"
39836847303.40952,10.600284960953713,76.0,0.3894575863987501,6,2,"(10.591, 10.603]","(75.28, 77.24]"
39907201934.679565,10.601051278600146,78.0,0.29331454677499874,5,1,"(10.591, 10.603]","(77.24, 79.2]"
39874074752.077644,10.60069061870526,80.0,0.41641408499473037,5,3,"(10.591, 10.603]","(79.2, 81.16]"
39369158255.99168,10.595156129327034,82.0,0.31505675554825685,4,2,"(10.591, 10.603]","(81.16, 83.12]"
39617466685.8863,10.597886701401526,84.0,0.3296620197947958,4,2,"(10.591, 10.603]","(83.12, 85.08]"
39651503293.758896,10.598259657222549,86.0,0.3446010468448521,4,2,"(10.591, 10.603]","(85.08, 87.04]"
40107802068.56723,10.60322886303756,88.0,0.30025545592013386,4,1,"(10.591, 10.603]","(87.04, 89.0]"
39378795163.504814,10.595262424299658,90.0,0.36049247912377075,3,3,"(10.591, 10.603]","(89.0, 90.96]"
39420527459.62135,10.595722430985292,92.0,0.31380954326478167,3,2,"(10.591, 10.603]","(90.96, 92.92]"
39265801770.88415,10.59401446976531,94.0,0.2649295031675781,3,1,"(10.591, 10.603]","(92.92, 94.88]"
39827384598.88281,10.600181787916553,98.0,0.3341369043705691,2,3,"(10.591, 10.603]","(96.84, 98.8]"
39053231179.69455,10.591656972283932,100.0,0.28175084687195934,2,2,"(10.591, 10.603]","(98.8, 100.76]"
40649670560.674835,10.609057030268074,50.0,0.6107354136269354,19,2,"(10.603, 10.616]","(49.8, 51.76]"
40560677598.396904,10.608105201620809,52.0,0.5353169580840912,17,1,"(10.603, 10.616]","(51.76, 53.72]"
40997365635.22595,10.61275595118701,54.0,0.4877163001791354,15,1,"(10.603, 10.616]","(53.72, 55.68]"
40199053332.717,10.604215825790487,56.0,0.4802768831117286,13,2,"(10.603, 10.616]","(55.68, 57.64]"
41001743900.29807,10.6128023286751,58.0,0.46617490200829476,12,2,"(10.603, 10.616]","(57.64, 59.6]"
40310988860.23466,10.60542345186865,60.0,0.41343145692941247,11,1,"(10.603, 10.616]","(59.6, 61.56]"
40253776150.67131,10.604806627175334,62.0,0.3944612638499758,10,1,"(10.603, 10.616]","(61.56, 63.52]"
40928029530.180984,10.61202083614859,64.0,0.41240842869769745,9,2,"(10.603, 10.616]","(63.52, 65.48]"
40783961669.24416,10.610489409954253,66.0,0.3962248283019949,9,1,"(10.603, 10.616]","(65.48, 67.44]"
40712304232.84192,10.609725683251138,68.0,0.36698728211209614,8,1,"(10.603, 10.616]","(67.44, 69.4]"
40232173798.47797,10.60457349872037,70.0,0.3355526316839828,7,1,"(10.603, 10.616]","(69.4, 71.36]"
40312221314.843346,10.605436729639024,72.0,0.35710069003124906,7,1,"(10.603, 10.616]","(71.36, 73.32]"
40750824098.674576,10.610136395846252,74.0,0.31639394304533086,6,1,"(10.603, 10.616]","(73.32, 75.28]"
40128697050.853516,10.603455058741789,76.0,0.3375574704517977,6,1,"(10.603, 10.616]","(75.28, 77.24]"
41233998888.79735,10.615255454886807,78.0,0.35286846207203904,6,1,"(10.603, 10.616]","(77.24, 79.2]"
40715240014.00922,10.609756999277513,80.0,0.307426455311218,5,1,"(10.603, 10.616]","(79.2, 81.16]"
40903743395.88737,10.61176305523922,82.0,0.3776313750135767,5,2,"(10.603, 10.616]","(81.16, 83.12]"
